"ID","cluster","parent","parentSimScore","score","size","term","parentTerm","Description","Freq"
"GO:0060349",72,"GO:0001958",0.899,1,34,"bone morphogenesis","endochondral ossification","bone morphogenesis",1
"GO:0060371",69,"GO:0086012",0.793,1,12,"regulation of atrial cardiac muscle cell membrane depolarization","membrane depolarization during cardiac muscle cell action potential","regulation of atrial cardiac
muscle cell membrane depolarization",1
"GO:0060372",69,"GO:0086012",0.575,1,6,"regulation of atrial cardiac muscle cell membrane repolarization","membrane depolarization during cardiac muscle cell action potential","regulation of atrial cardiac
muscle cell membrane repolarization",1
"GO:0060373",69,"GO:0086012",0.78,1,9,"regulation of ventricular cardiac muscle cell membrane depolarization","membrane depolarization during cardiac muscle cell action potential","regulation of ventricular cardiac
muscle cell membrane depolarization",1
"GO:0060384",30,"GO:0010975",0.448,1,20,"innervation","regulation of neuron projection development","innervation",1
"GO:0060438",76,"GO:0060438",1,1,3,"trachea development","trachea development","trachea development",1
"GO:0060445",65,"GO:0003323",0.463,1,11,"branching involved in salivary gland morphogenesis","type B pancreatic cell development","branching involved in salivary
gland morphogenesis",1
"GO:0060548",61,"GO:0060548",0.99,2,62,"negative regulation of cell death","negative regulation of cell death","negative regulation of cell death",2
"GO:0060716",47,"GO:0035116",0.487,1,19,"labyrinthine layer blood vessel development","embryonic hindlimb morphogenesis","labyrinthine layer blood vessel development",1
"GO:0060976",23,"GO:0016525",0.657,1,26,"coronary vasculature development","negative regulation of angiogenesis","coronary vasculature development",1
"GO:0060997",32,"GO:0007416",0.763,1,22,"dendritic spine morphogenesis","synapse assembly","dendritic spine morphogenesis",1
"GO:0060998",30,"GO:0010975",0.839,1,9,"regulation of dendritic spine development","regulation of neuron projection development","regulation of dendritic spine development",1
"GO:0061025",21,"GO:0061025",0.999,3,34,"membrane fusion","membrane fusion","membrane fusion",3
"GO:0061028",65,"GO:0003323",0.768,1,16,"establishment of endothelial barrier","type B pancreatic cell development","establishment of endothelial barrier",1
"GO:0061045",70,"GO:0031103",0.663,1,15,"negative regulation of wound healing","axon regeneration","negative regulation of wound healing",1
"GO:0061337",33,"GO:0061337",0.998,2,47,"cardiac conduction","cardiac conduction","cardiac conduction",2
"GO:0061418",51,"GO:0071260",0.579,1,71,"regulation of transcription from RNA polymerase II promoter in response to hypoxia","cellular response to mechanical stimulus","regulation of transcription from RNA polymerase
II promoter in response to hypoxia",1
"GO:0061484",31,"GO:0006874",0.483,1,6,"hematopoietic stem cell homeostasis","cellular calcium ion homeostasis","hematopoietic stem cell homeostasis",1
"GO:0061621",53,"GO:0006520",0.595,1,31,"canonical glycolysis","cellular amino acid metabolic process","canonical glycolysis",1
"GO:0061744",44,"GO:0035176",0.556,1,4,"motor behavior","social behavior","motor behavior",1
"GO:0061844",52,"GO:0030449",0.74,1,86,"antimicrobial humoral immune response mediated by antimicrobial peptide","regulation of complement activation","antimicrobial humoral immune response
mediated by antimicrobial peptide",1
"GO:0061952",21,"GO:0061025",0.603,1,17,"midbody abscission","membrane fusion","midbody abscission",1
"GO:0065003",22,"GO:0051289",0.695,1,118,"protein-containing complex assembly","protein homotetramerization","protein-containing complex assembly",1
"GO:0070050",31,"GO:0006874",0.672,1,15,"neuron cellular homeostasis","cellular calcium ion homeostasis","neuron cellular homeostasis",1
"GO:0070059",26,"GO:0034976",0.839,1,41,"intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress","response to endoplasmic reticulum stress","intrinsic apoptotic signaling pathway in response
to endoplasmic reticulum stress",1
"GO:0070098",9,"GO:0071346",0.623,2,77,"chemokine-mediated signaling pathway","cellular response to interferon-gamma","chemokine-mediated signaling pathway",2
"GO:0070125",84,"GO:0043101",0.456,1,91,"mitochondrial translational elongation","purine-containing compound salvage","mitochondrial translational elongation",1
"GO:0070126",84,"GO:0043101",0.457,1,92,"mitochondrial translational termination","purine-containing compound salvage","mitochondrial translational termination",1
"GO:0070166",16,"GO:0043588",0.348,1,13,"enamel mineralization","skin development","enamel mineralization",1
"GO:0070266",61,"GO:0060548",0.553,1,24,"necroptotic process","negative regulation of cell death","necroptotic process",1
"GO:0070268",16,"GO:0043588",0.864,1,112,"cornification","skin development","cornification",1
"GO:0070286",54,"GO:0060271",0.822,1,13,"axonemal dynein complex assembly","cilium assembly","axonemal dynein complex assembly",1
"GO:0070317",63,"GO:0045786",0.763,1,41,"negative regulation of G0 to G1 transition","negative regulation of cell cycle","negative regulation of G0
to G1 transition",1
"GO:0070328",31,"GO:0006874",0.644,1,45,"triglyceride homeostasis","cellular calcium ion homeostasis","triglyceride homeostasis",1
"GO:0070373",7,"GO:0044267",0.437,1,79,"negative regulation of ERK1 and ERK2 cascade","cellular protein metabolic process","negative regulation of ERK1
and ERK2 cascade",1
"GO:0070374",7,"GO:0044267",0.495,3,252,"positive regulation of ERK1 and ERK2 cascade","cellular protein metabolic process","positive regulation of ERK1
and ERK2 cascade",3
"GO:0070498",9,"GO:0071346",0.627,1,107,"interleukin-1-mediated signaling pathway","cellular response to interferon-gamma","interleukin-1-mediated signaling pathway",1
"GO:0070527",70,"GO:0031103",0.646,1,47,"platelet aggregation","axon regeneration","platelet aggregation",1
"GO:0070534",80,"GO:0031398",0.626,1,51,"protein K63-linked ubiquitination","positive regulation of protein ubiquitination","protein K63-linked ubiquitination",1
"GO:0070593",30,"GO:0010975",0.593,1,17,"dendrite self-avoidance","regulation of neuron projection development","dendrite self-avoidance",1
"GO:0070633",91,"GO:0070633",1,1,3,"transepithelial transport","transepithelial transport","transepithelial transport",1
"GO:0070831",10,"GO:0030198",0.765,1,8,"basement membrane assembly","extracellular matrix organization","basement membrane assembly",1
"GO:0070932",88,"GO:0070932",1,1,25,"histone H3 deacetylation","histone H3 deacetylation","histone H3 deacetylation",1
"GO:0070936",80,"GO:0031398",0.626,1,68,"protein K48-linked ubiquitination","positive regulation of protein ubiquitination","protein K48-linked ubiquitination",1
"GO:0070979",80,"GO:0031398",0.603,1,40,"protein K11-linked ubiquitination","positive regulation of protein ubiquitination","protein K11-linked ubiquitination",1
"GO:0071158",63,"GO:0045786",0.811,2,30,"positive regulation of cell cycle arrest","negative regulation of cell cycle","positive regulation of cell
cycle arrest",2
"GO:0071230",35,"GO:0030518",0.567,1,63,"cellular response to amino acid stimulus","intracellular steroid hormone receptor signaling pathway","cellular response to amino
acid stimulus",1
"GO:0071260",51,"GO:0071260",0.999,2,80,"cellular response to mechanical stimulus","cellular response to mechanical stimulus","cellular response to mechanical stimulus",2
"GO:0071276",67,"GO:0010043",0.707,1,45,"cellular response to cadmium ion","response to zinc ion","cellular response to cadmium ion",1
"GO:0071320",35,"GO:0030518",0.713,1,60,"cellular response to cAMP","intracellular steroid hormone receptor signaling pathway","cellular response to cAMP",1
"GO:0071346",9,"GO:0071346",0.999,4,104,"cellular response to interferon-gamma","cellular response to interferon-gamma","cellular response to interferon-gamma",4
"GO:0071353",9,"GO:0071346",0.574,2,25,"cellular response to interleukin-4","cellular response to interferon-gamma","cellular response to interleukin-4",2
"GO:0071354",9,"GO:0071346",0.595,2,20,"cellular response to interleukin-6","cellular response to interferon-gamma","cellular response to interleukin-6",2
"GO:0071356",9,"GO:0071346",0.681,3,138,"cellular response to tumor necrosis factor","cellular response to interferon-gamma","cellular response to tumor
necrosis factor",3
"GO:0071363",9,"GO:0071346",0.558,1,47,"cellular response to growth factor stimulus","cellular response to interferon-gamma","cellular response to growth
factor stimulus",1
"GO:0071383",35,"GO:0030518",0.953,2,13,"cellular response to steroid hormone stimulus","intracellular steroid hormone receptor signaling pathway","cellular response to steroid
hormone stimulus",2
"GO:0071391",92,"GO:0071391",1,1,14,"cellular response to estrogen stimulus","cellular response to estrogen stimulus","cellular response to estrogen stimulus",1
"GO:0071404",35,"GO:0030518",0.488,1,20,"cellular response to low-density lipoprotein particle stimulus","intracellular steroid hormone receptor signaling pathway","cellular response to low-density
lipoprotein particle stimulus",1
"GO:0071479",51,"GO:0071260",0.783,1,36,"cellular response to ionizing radiation","cellular response to mechanical stimulus","cellular response to ionizing radiation",1
"GO:0071526",24,"GO:0071526",1,3,39,"semaphorin-plexin signaling pathway","semaphorin-plexin signaling pathway","semaphorin-plexin signaling pathway",3
"GO:0071560",9,"GO:0071346",0.503,3,58,"cellular response to transforming growth factor beta stimulus","cellular response to interferon-gamma","cellular response to transforming
growth factor beta stimulus",3
"GO:0071625",44,"GO:0035176",0.586,1,16,"vocalization behavior","social behavior","vocalization behavior",1
"GO:0071732",75,"GO:0009749",0.486,1,16,"cellular response to nitric oxide","response to glucose","cellular response to nitric oxide",1
"GO:0071902",58,"GO:0043405",0.922,1,51,"positive regulation of protein serine/threonine kinase activity","regulation of MAP kinase activity","positive regulation of protein
serine/threonine kinase activity",1
"GO:0072205",98,"GO:0072205",1,1,8,"metanephric collecting duct development","metanephric collecting duct development","metanephric collecting duct development",1
"GO:0072520",45,"GO:0007548",0.774,1,12,"seminiferous tubule development","sex differentiation","seminiferous tubule development",1
"GO:0072657",34,"GO:0120009",0.432,1,20,"protein localization to membrane","intermembrane lipid transfer","protein localization to membrane",1
"GO:0072659",34,"GO:0120009",0.406,2,169,"protein localization to plasma membrane","intermembrane lipid transfer","protein localization to plasma membrane",2
"GO:0086002",33,"GO:0061337",0.79,2,19,"cardiac muscle cell action potential involved in contraction","cardiac conduction","cardiac muscle cell action
potential involved in contraction",2
"GO:0086004",33,"GO:0061337",0.782,2,14,"regulation of cardiac muscle cell contraction","cardiac conduction","regulation of cardiac muscle
cell contraction",2
"GO:0086005",33,"GO:0061337",0.758,1,22,"ventricular cardiac muscle cell action potential","cardiac conduction","ventricular cardiac muscle cell
action potential",1
"GO:0086010",69,"GO:0086012",0.975,1,18,"membrane depolarization during action potential","membrane depolarization during cardiac muscle cell action potential","membrane depolarization during action potential",1
"GO:0086012",69,"GO:0086012",1,2,12,"membrane depolarization during cardiac muscle cell action potential","membrane depolarization during cardiac muscle cell action potential","membrane depolarization during cardiac
muscle cell action potential",2
"GO:0086013",69,"GO:0086012",0.821,1,12,"membrane repolarization during cardiac muscle cell action potential","membrane depolarization during cardiac muscle cell action potential","membrane repolarization during cardiac
muscle cell action potential",1
"GO:0086014",33,"GO:0061337",0.839,1,9,"atrial cardiac muscle cell action potential","cardiac conduction","atrial cardiac muscle cell
action potential",1
"GO:0086015",69,"GO:0086012",0.765,1,6,"SA node cell action potential","membrane depolarization during cardiac muscle cell action potential","SA node cell action potential",1
"GO:0086045",69,"GO:0086012",0.897,1,5,"membrane depolarization during AV node cell action potential","membrane depolarization during cardiac muscle cell action potential","membrane depolarization during AV
node cell action potential",1
"GO:0086046",69,"GO:0086012",0.888,1,5,"membrane depolarization during SA node cell action potential","membrane depolarization during cardiac muscle cell action potential","membrane depolarization during SA
node cell action potential",1
"GO:0086091",33,"GO:0061337",0.877,1,46,"regulation of heart rate by cardiac conduction","cardiac conduction","regulation of heart rate
by cardiac conduction",1
"GO:0090026",11,"GO:0060326",0.761,1,19,"positive regulation of monocyte chemotaxis","cell chemotaxis","positive regulation of monocyte chemotaxis",1
"GO:0090160",79,"GO:0006897",0.476,1,9,"Golgi to lysosome transport","endocytosis","Golgi to lysosome transport",1
"GO:0090201",38,"GO:0007015",0.369,1,19,"negative regulation of release of cytochrome c from mitochondria","actin filament organization","negative regulation of release
of cytochrome c from mitochondria",1
"GO:0090280",27,"GO:0090280",1,2,18,"positive regulation of calcium ion import","positive regulation of calcium ion import","positive regulation of calcium
ion import",2
"GO:0090305",74,"GO:0090305",0.997,2,69,"nucleic acid phosphodiester bond hydrolysis","nucleic acid phosphodiester bond hydrolysis","nucleic acid phosphodiester bond hydrolysis",2
"GO:0090383",31,"GO:0006874",0.71,1,28,"phagosome acidification","cellular calcium ion homeostasis","phagosome acidification",1
"GO:0090394",33,"GO:0061337",0.604,2,10,"negative regulation of excitatory postsynaptic potential","cardiac conduction","negative regulation of excitatory
postsynaptic potential",2
"GO:0090630",58,"GO:0043405",0.562,1,105,"activation of GTPase activity","regulation of MAP kinase activity","activation of GTPase activity",1
"GO:0097242",102,"GO:0097242",1,1,18,"amyloid-beta clearance","amyloid-beta clearance","amyloid-beta clearance",1
"GO:0097284",61,"GO:0060548",0.486,1,11,"hepatocyte apoptotic process","negative regulation of cell death","hepatocyte apoptotic process",1
"GO:0097421",103,"GO:0097421",1,1,30,"liver regeneration","liver regeneration","liver regeneration",1
"GO:0097502",5,"GO:0006486",0.827,1,12,"mannosylation","protein glycosylation","mannosylation",1
"GO:0097503",104,"GO:0097503",1,1,18,"sialylation","sialylation","sialylation",1
"GO:0097711",54,"GO:0060271",0.851,1,95,"ciliary basal body-plasma membrane docking","cilium assembly","ciliary basal body-plasma membrane
docking",1
"GO:0098609",6,"GO:0007155",0.916,1,167,"cell-cell adhesion","cell adhesion","cell-cell adhesion",1
"GO:0098656",27,"GO:0090280",0.471,1,44,"anion transmembrane transport","positive regulation of calcium ion import","anion transmembrane transport",1
"GO:0098742",6,"GO:0007155",0.794,2,14,"cell-cell adhesion via plasma-membrane adhesion molecules","cell adhesion","cell-cell adhesion via plasma-membrane
adhesion molecules",2
"GO:0098761",9,"GO:0071346",0.582,3,10,"cellular response to interleukin-7","cellular response to interferon-gamma","cellular response to interleukin-7",3
"GO:0098789",74,"GO:0090305",0.764,1,12,"pre-mRNA cleavage required for polyadenylation","nucleic acid phosphodiester bond hydrolysis","pre-mRNA cleavage required for
polyadenylation",1
"GO:0098869",9,"GO:0071346",0.411,1,79,"cellular oxidant detoxification","cellular response to interferon-gamma","cellular oxidant detoxification",1
"GO:0098962",58,"GO:0043405",0.437,1,15,"regulation of postsynaptic neurotransmitter receptor activity","regulation of MAP kinase activity","regulation of postsynaptic neurotransmitter
receptor activity",1
"GO:0099054",32,"GO:0007416",0.897,1,14,"presynapse assembly","synapse assembly","presynapse assembly",1
"GO:0099175",32,"GO:0007416",0.788,2,21,"regulation of postsynapse organization","synapse assembly","regulation of postsynapse organization",2
"GO:0099560",6,"GO:0007155",0.648,1,33,"synaptic membrane adhesion","cell adhesion","synaptic membrane adhesion",1
"GO:0106074",86,"GO:0010586",0.571,1,13,"aminoacyl-tRNA metabolism involved in translational fidelity","miRNA metabolic process","aminoacyl-tRNA metabolism involved in
translational fidelity",1
"GO:0120009",34,"GO:0120009",1,2,9,"intermembrane lipid transfer","intermembrane lipid transfer","intermembrane lipid transfer",2
"GO:0140115",49,"GO:0055085",0.661,1,0,"export across plasma membrane","transmembrane transport","export across plasma membrane",1
"GO:0150104",33,"GO:0061337",0.545,2,0,"transport across blood-brain barrier","cardiac conduction","transport across blood-brain barrier",2
"GO:1900006",30,"GO:0010975",0.837,1,15,"positive regulation of dendrite development","regulation of neuron projection development","positive regulation of dendrite development",1
"GO:1900026",14,"GO:0007411",0.682,1,38,"positive regulation of substrate adhesion-dependent cell spreading","axon guidance","positive regulation of substrate
adhesion-dependent cell spreading",1
"GO:1900153",46,"GO:0043488",0.837,1,16,"positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay","regulation of mRNA stability","positive regulation of nuclear-transcribed mRNA catabolic
process, deadenylation-dependent decay",1
"GO:1900182",34,"GO:0120009",0.372,1,26,"positive regulation of protein localization to nucleus","intermembrane lipid transfer","positive regulation of protein
localization to nucleus",1
"GO:1900271",42,"GO:0007267",0.612,1,15,"regulation of long-term synaptic potentiation","cell-cell signaling","regulation of long-term synaptic
potentiation",1
"GO:1900273",42,"GO:0007267",0.569,1,21,"positive regulation of long-term synaptic potentiation","cell-cell signaling","positive regulation of long-term
synaptic potentiation",1
"GO:1901223",37,"GO:0048015",0.421,1,35,"negative regulation of NIK/NF-kappaB signaling","phosphatidylinositol-mediated signaling","negative regulation of NIK/NF-kappaB
signaling",1
"GO:1901673",8,"GO:0003341",0.557,1,23,"regulation of mitotic spindle assembly","cilium movement","regulation of mitotic spindle assembly",1
"GO:1901800",17,"GO:0010951",0.745,1,17,"positive regulation of proteasomal protein catabolic process","negative regulation of endopeptidase activity","positive regulation of proteasomal
protein catabolic process",1
"GO:1901838",93,"GO:0032933",0.43,1,12,"positive regulation of transcription of nucleolar large rRNA by RNA polymerase I","SREBP signaling pathway","positive regulation of transcription of nucleolar
large rRNA by RNA polymerase I",1
"GO:1901998",89,"GO:1901998",1,1,37,"toxin transport","toxin transport","toxin transport",1
"GO:1902017",54,"GO:0060271",0.824,1,22,"regulation of cilium assembly","cilium assembly","regulation of cilium assembly",1
"GO:1902018",54,"GO:0060271",0.733,1,9,"negative regulation of cilium assembly","cilium assembly","negative regulation of cilium assembly",1
"GO:1902036",77,"GO:0030316",0.617,1,68,"regulation of hematopoietic stem cell differentiation","osteoclast differentiation","regulation of hematopoietic stem
cell differentiation",1
"GO:1902042",61,"GO:0060548",0.714,1,39,"negative regulation of extrinsic apoptotic signaling pathway via death domain receptors","negative regulation of cell death","negative regulation of extrinsic apoptotic signaling
pathway via death domain receptors",1
"GO:1902176",61,"GO:0060548",0.677,1,13,"negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway","negative regulation of cell death","negative regulation of oxidative stress-induced intrinsic
apoptotic signaling pathway",1
"GO:1902287",24,"GO:0071526",0.907,2,12,"semaphorin-plexin signaling pathway involved in axon guidance","semaphorin-plexin signaling pathway","semaphorin-plexin signaling pathway involved
in axon guidance",2
"GO:1902305",27,"GO:0090280",0.655,1,9,"regulation of sodium ion transmembrane transport","positive regulation of calcium ion import","regulation of sodium ion
transmembrane transport",1
"GO:1902430",78,"GO:0042987",0.901,1,15,"negative regulation of amyloid-beta formation","amyloid precursor protein catabolic process","negative regulation of amyloid-beta
formation",1
"GO:1902476",27,"GO:0090280",0.428,2,99,"chloride transmembrane transport","positive regulation of calcium ion import","chloride transmembrane transport",2
"GO:1902600",49,"GO:0055085",0.726,1,120,"proton transmembrane transport","transmembrane transport","proton transmembrane transport",1
"GO:1903076",34,"GO:0120009",0.378,1,16,"regulation of protein localization to plasma membrane","intermembrane lipid transfer","regulation of protein localization
to plasma membrane",1
"GO:1903077",34,"GO:0120009",0.347,1,18,"negative regulation of protein localization to plasma membrane","intermembrane lipid transfer","negative regulation of protein
localization to plasma membrane",1
"GO:1903428",71,"GO:2000379",0.959,1,13,"positive regulation of reactive oxygen species biosynthetic process","positive regulation of reactive oxygen species metabolic process","positive regulation of reactive
oxygen species biosynthetic process",1
"GO:1903543",79,"GO:0006897",0.495,1,16,"positive regulation of exosomal secretion","endocytosis","positive regulation of exosomal secretion",1
"GO:1903672",23,"GO:0016525",0.81,2,28,"positive regulation of sprouting angiogenesis","negative regulation of angiogenesis","positive regulation of sprouting angiogenesis",2
"GO:1903779",33,"GO:0061337",0.913,2,55,"regulation of cardiac conduction","cardiac conduction","regulation of cardiac conduction",2
"GO:1903830",27,"GO:0090280",0.567,1,16,"magnesium ion transmembrane transport","positive regulation of calcium ion import","magnesium ion transmembrane transport",1
"GO:1904158",54,"GO:0060271",0.683,1,4,"axonemal central apparatus assembly","cilium assembly","axonemal central apparatus assembly",1
"GO:1904668",80,"GO:0031398",0.853,1,13,"positive regulation of ubiquitin protein ligase activity","positive regulation of protein ubiquitination","positive regulation of ubiquitin
protein ligase activity",1
"GO:1904851",34,"GO:0120009",0.332,1,10,"positive regulation of establishment of protein localization to telomere","intermembrane lipid transfer","positive regulation of establishment
of protein localization to telomere",1
"GO:1904871",34,"GO:0120009",0.331,1,9,"positive regulation of protein localization to Cajal body","intermembrane lipid transfer","positive regulation of protein
localization to Cajal body",1
"GO:1904874",34,"GO:0120009",0.344,1,19,"positive regulation of telomerase RNA localization to Cajal body","intermembrane lipid transfer","positive regulation of telomerase
RNA localization to Cajal body",1
"GO:1905039",27,"GO:0090280",0.45,1,1,"carboxylic acid transmembrane transport","positive regulation of calcium ion import","carboxylic acid transmembrane transport",1
"GO:1905168",60,"GO:0000729",0.638,1,10,"positive regulation of double-strand break repair via homologous recombination","DNA double-strand break processing","positive regulation of double-strand break repair
via homologous recombination",1
"GO:1905515",54,"GO:0060271",0.826,1,52,"non-motile cilium assembly","cilium assembly","non-motile cilium assembly",1
"GO:1905564",28,"GO:0050680",0.746,1,24,"positive regulation of vascular endothelial cell proliferation","negative regulation of epithelial cell proliferation","positive regulation of vascular
endothelial cell proliferation",1
"GO:1905606",32,"GO:0007416",0.863,2,38,"regulation of presynapse assembly","synapse assembly","regulation of presynapse assembly",2
"GO:1990573",49,"GO:0055085",0.655,1,57,"potassium ion import across plasma membrane","transmembrane transport","potassium ion import across
plasma membrane",1
"GO:1990830",9,"GO:0071346",0.619,1,96,"cellular response to leukemia inhibitory factor","cellular response to interferon-gamma","cellular response to leukemia
inhibitory factor",1
"GO:1990869",9,"GO:0071346",0.63,1,17,"cellular response to chemokine","cellular response to interferon-gamma","cellular response to chemokine",1
"GO:2000060",17,"GO:0010951",0.74,1,19,"positive regulation of ubiquitin-dependent protein catabolic process","negative regulation of endopeptidase activity","positive regulation of ubiquitin-dependent
protein catabolic process",1
"GO:2000147",11,"GO:0060326",0.71,1,22,"positive regulation of cell motility","cell chemotaxis","positive regulation of cell motility",1
"GO:2000249",38,"GO:0007015",0.697,1,20,"regulation of actin cytoskeleton reorganization","actin filament organization","regulation of actin cytoskeleton reorganization",1
"GO:2000300",3,"GO:0016079",0.948,2,57,"regulation of synaptic vesicle exocytosis","synaptic vesicle exocytosis","regulation of synaptic vesicle exocytosis",2
"GO:2000310",58,"GO:0043405",0.467,1,32,"regulation of NMDA receptor activity","regulation of MAP kinase activity","regulation of NMDA receptor activity",1
"GO:2000343",25,"GO:0032720",0.51,1,5,"positive regulation of chemokine (C-X-C motif) ligand 2 production","negative regulation of tumor necrosis factor production","positive regulation of chemokine (C-X-C motif)
ligand 2 production",1
"GO:2000377",71,"GO:2000379",0.947,1,21,"regulation of reactive oxygen species metabolic process","positive regulation of reactive oxygen species metabolic process","regulation of reactive oxygen
species metabolic process",1
"GO:2000379",71,"GO:2000379",0.999,2,27,"positive regulation of reactive oxygen species metabolic process","positive regulation of reactive oxygen species metabolic process","positive regulation of reactive
oxygen species metabolic process",2
"GO:2000463",33,"GO:0061337",0.647,1,29,"positive regulation of excitatory postsynaptic potential","cardiac conduction","positive regulation of excitatory
postsynaptic potential",1
"GO:2000969",58,"GO:0043405",0.42,1,8,"positive regulation of AMPA receptor activity","regulation of MAP kinase activity","positive regulation of AMPA
receptor activity",1
"GO:2001028",11,"GO:0060326",0.766,1,10,"positive regulation of endothelial cell chemotaxis","cell chemotaxis","positive regulation of endothelial
cell chemotaxis",1
"GO:2001034",60,"GO:0000729",0.65,1,14,"positive regulation of double-strand break repair via nonhomologous end joining","DNA double-strand break processing","positive regulation of double-strand break repair
via nonhomologous end joining",1
"GO:2001224",11,"GO:0060326",0.532,2,15,"positive regulation of neuron migration","cell chemotaxis","positive regulation of neuron migration",2
"GO:2001234",61,"GO:0060548",0.842,1,27,"negative regulation of apoptotic signaling pathway","negative regulation of cell death","negative regulation of apoptotic
signaling pathway",1
"GO:2001238",61,"GO:0060548",0.616,1,32,"positive regulation of extrinsic apoptotic signaling pathway","negative regulation of cell death","positive regulation of extrinsic
apoptotic signaling pathway",1
"GO:2001240",61,"GO:0060548",0.704,1,37,"negative regulation of extrinsic apoptotic signaling pathway in absence of ligand","negative regulation of cell death","negative regulation of extrinsic apoptotic signaling
pathway in absence of ligand",1
