"best_anno","most_freq_anno","anno_score","was_loc","GeneID"
"TPH1","TPH1","2","N","TPH1"
"TPH2","TPH2","3","N","TPH2"
"TPI1","TPI1","3","N","TPI1"
"TPK1","TPK1","2","N","TPK1"
"TPM1","TPM1","2","N","TPM1"
"TPM4","TPM4","1","N","TPM4"
"TPM2","TPM2","2","N","TPM2"
"TPM3","TPM3","3","N","TPM3"
"TPMT","TPMT","3","N","TPMT"
"TPO","TPO","2","N","TPO"
"TPP1","TPP1","3","N","TPP1"
"TPP2","TPP2","2","N","TPP2"
"TPPP","TPPP","3","N","TPPP"
"TPPP3","TPPP3","3","N","TPPP3"
"TPR","TPR","2","N","TPR"
"TPRA1","TPRA1","3","N","TPRA1"
"TPRG1L","TPRG1L","3","N","TPRG1L"
"TPRKB","TPRKB","3","N","TPRKB"
"TPRN","TPRN","3","N","TPRN"
"TPST1","TPST1","2","N","TPST1"
"TPST2","TPST2","3","N","TPST2"
"TPT1","TPT1","3","N","TPT1"
"TPX2","TPX2","3","N","TPX2"
"TRA2A","TRA2A","3","N","TRA2A"
"TRA2B","TRA2B","3","N","TRA2B"
"TRABD","TRABD","3","N","TRABD"
"TRABD2B","TRABD2B","1","N","TRABD2B"
"TRADD","TRADD","2","N","TRADD"
"TRAF1","TRAF1","2","N","TRAF1"
"TRAF2","TRAF2","2","N","TRAF2"
"TRAF3","TRAF3","2","N","TRAF3"
"TRAF3IP1","TRAF3IP1","2","N","TRAF3IP1"
"TRAF3IP2","TRAF3IP2","2","N","TRAF3IP2"
"TRAF3IP3","TRAF3IP3","2","N","TRAF3IP3"
"LOC113983692","LOC113983692","1","N","LOC113983692"
"TRAF4","TRAF4","2","N","TRAF4"
"TRAF5","TRAF5","3","N","TRAF5"
"TRAF6","TRAF6","2","N","TRAF6"
"TRAF7","TRAF7","3","N","TRAF7"
"TRAFD1","TRAFD1","3","N","TRAFD1"
"TRAIP","TRAIP","3","N","TRAIP"
"TRAK1","TRAK1","2","N","TRAK1"
"HAP1","HAP1","2","N","HAP1"
"TRAM1","TRAM1","3","N","TRAM1"
"TRAM2","TRAM2","2","N","TRAM2"
"TRANK1","TRANK1","2","N","TRANK1"
"TRAP1","TRAP1","3","N","TRAP1"
"TRAPPC10","TRAPPC10","3","N","TRAPPC10"
"TRAPPC11","TRAPPC11","3","N","TRAPPC11"
"TRAPPC12","TRAPPC12","2","N","TRAPPC12"
"TRAPPC13","TRAPPC13","3","N","TRAPPC13"
"TRAPPC2","TRAPPC2","3","N","TRAPPC2"
"TRAPPC2L","TRAPPC2L","3","N","TRAPPC2L"
"TRAPPC3","TRAPPC3","3","N","TRAPPC3"
"TRAPPC3L","TRAPPC3L","3","N","TRAPPC3L"
"TRAPPC4","TRAPPC4","3","N","TRAPPC4"
"TRAPPC5","TRAPPC5","3","N","TRAPPC5"
"TRAPPC6B","TRAPPC6B","2","N","TRAPPC6B"
"TRAPPC8","TRAPPC8","2","N","TRAPPC8"
"TRAPPC9","TRAPPC9","2","N","TRAPPC9"
"TRARG1","TRARG1","2","N","TRARG1"
"TRAT1","TRAT1","2","Y","LOC114000144"
"TRDN","TRDN","3","N","TRDN"
"TRERF1","TRERF1","2","N","TRERF1"
"TRH","TRH","3","N","TRH"
"TRHDE","TRHDE","3","N","TRHDE"
"TRHR","TRHR","3","N","TRHR"
"TRIAP1","TRIAP1","3","N","TRIAP1"
"TRIB1","TRIB1","3","N","TRIB1"
"TRIB2","TRIB2","3","N","TRIB2"
"TRIL","TRIL","3","N","TRIL"
"LOC113985023","LOC113985023","1","N","LOC113985023"
"TRIM13","TRIM13","2","N","TRIM13"
"TRIM14","TRIM14","3","N","TRIM14"
"TRIM2","TRIM2","3","N","TRIM2"
"TRIM2","TRIM2","2","N","TRIM3"
"TRIM24","TRIM24","2","N","TRIM24"
"TRIM33","TRIM33","1","N","TRIM33"
"TRIM25","TRIM25","3","N","TRIM25"
"TRIM27","TRIM27","2","Y","LOC113998137"
"TRIM27","TRIM27","2","Y","LOC114002939"
"TRIM28","TRIM28","2","N","TRIM28"
"TRIM29","TRIM29","2","N","TRIM29"
"TRIM32","TRIM32","3","N","TRIM32"
"TRIM35","TRIM35","2","N","TRIM35"
"TRIM36","TRIM36","2","N","TRIM36"
"TRIM37","TRIM37","3","N","TRIM37"
"TRIM39","TRIM39","2","Y","LOC113989828"
"TRIM45","TRIM45","3","N","TRIM45"
"TRIM46","TRIM46","2","N","TRIM46"
"TRIM47","TRIM47","3","N","TRIM47"
"TRIM54","TRIM54","2","N","TRIM54"
"TRIM55","TRIM55","3","N","TRIM55"
"TRIM59","TRIM59","3","N","TRIM59"
"LOC114003862","LOC114003862","1","N","LOC114003862"
"ERMAP","ERMAP","1","N","ERMAP"
"TRIM63","TRIM63","2","N","TRIM63"
"TRIM65","TRIM65","3","N","TRIM65"
"TRIM66","TRIM66","2","N","TRIM66"
"TRIM71","TRIM71","3","N","TRIM71"
"TRIM8","TRIM8","3","N","TRIM8"
"TRIM9","TRIM9","2","N","TRIM9"
"TRIM67","TRIM67","1","N","TRIM67"
"TRIO","TRIO","2","N","TRIO"
"KALRN","KALRN","1","N","KALRN"
"TRIOBP","TRIOBP","3","N","TRIOBP"
"TRIP11","TRIP11","3","N","TRIP11"
"TRIP12","TRIP12","2","N","TRIP12"
"TRIP13","TRIP13","3","N","TRIP13"
"TRIP4","TRIP4","2","N","TRIP4"
"TRIQK","TRIQK","3","N","TRIQK"
"TRIR","TRIR","3","N","TRIR"
"TRIT1","TRIT1","3","N","TRIT1"
"TRMT1","TRMT1","2","N","TRMT1"
"TRMT10A","TRMT10A","2","N","TRMT10A"
"TRMT10B","TRMT10B","2","N","TRMT10B"
"TRMT11","TRMT11","3","N","TRMT11"
"TRMT12","TRMT12","2","N","TRMT12"
"TRMT13","TRMT13","3","N","TRMT13"
"TRMT1L","TRMT1L","2","N","TRMT1L"
"TRMT2A","TRMT2A","3","N","TRMT2A"
"TRMT","TRMT","3","N","TRMT2B"
"TRMT5","TRMT5","2","N","TRMT5"
"TRMT6","TRMT6","3","N","TRMT6"
"TRMT61A","TRMT61A","3","N","TRMT61A"
"TRMT61B","TRMT61B","2","N","TRMT61B"
"TRMT9B","TRMT9B","2","N","TRMT9B"
"TRMU","TRMU","3","N","TRMU"
"TRNAU1AP","TRNAU1AP","2","N","TRNAU1AP"
"TRNT1","TRNT1","2","N","TRNT1"
"TRPA1","TRPA1","3","N","TRPA1"
"TRPC1","TRPC1","3","N","TRPC1"
"TRPC3","TRPC3","3","N","TRPC3"
"TRPC4AP","TRPC4AP","3","N","TRPC4AP"
"TRPC5","TRPC5","3","N","TRPC5"
"TRPC6","TRPC6","2","N","TRPC6"
"TRPC7","TRPC7","2","N","TRPC7"
"TRPM1","TRPM1","2","N","TRPM1"
"TRPM2","TRPM2","3","N","TRPM2"
"TRPM3","TRPM3","2","N","TRPM3"
"LOC113998291","LOC113998291","1","N","LOC113998291"
"TRPM5","TRPM5","2","N","TRPM5"
"TRPM7","TRPM7","3","N","TRPM7"
"TRPM7","TRPM7","2","Y","LOC113992072"
"TRPM8","TRPM8","3","N","TRPM8"
"TRPS1","TRPS1","2","N","TRPS1"
"TRPT1","TRPT1","2","N","TRPT1"
"TRPV1","TRPV1","3","N","TRPV1"
"TRPV3","TRPV3","2","N","TRPV3"
"TRPV4","TRPV4","3","N","TRPV4"
"TRRAP","TRRAP","2","N","TRRAP"
"TRUB1","TRUB1","2","N","TRUB1"
"TRUB2","TRUB2","2","N","TRUB2"
"TSC1","TSC1","2","N","TSC1"
"TSC2","TSC2","2","N","TSC2"
"TSC22D1","TSC22D1","3","N","TSC22D1"
"TSC22D2","TSC22D2","2","N","TSC22D2"
"TSC22D3","TSC22D3","2","N","TSC22D3"
"TSC22D4","TSC22D4","2","N","TSC22D4"
"TSEN15","TSEN15","3","N","TSEN15"
"TSEN2","TSEN2","3","N","TSEN2"
"TSEN54","TSEN54","2","N","TSEN54"
"TSFM","TSFM","3","N","TSFM"
"TSG101","TSG101","3","N","TSG101"
"TSGA10","TSGA10","2","N","TSGA10"
"TSHB","TSHB","3","N","TSHB"
"TSHR","TSHR","3","N","TSHR"
"TSHZ1","TSHZ1","3","N","TSHZ1"
"TSHZ2","TSHZ2","2","N","TSHZ2"
"TSHZ3","TSHZ3","3","N","TSHZ3"
"TSKU","TSKU","3","N","TSKU"
"TSN","TSN","3","N","TSN"
"TSNAX","TSNAX","3","N","TSNAX"
"DISC1","DISC1","2","N","DISC1"
"TSPAN1","TSPAN1","3","N","TSPAN1"
"TSPAN10","TSPAN10","3","N","TSPAN10"
"TSPAN12","TSPAN12","3","N","TSPAN12"
"TSPAN13","TSPAN13","3","N","TSPAN13"
"TSPAN14","TSPAN14","3","N","TSPAN14"
"TSPAN15","TSPAN15","3","N","TSPAN15"
"TSPAN18","TSPAN18","3","N","TSPAN18"
"TSPAN18","TSPAN18","2","Y","LOC113982738"
"TSPAN2","TSPAN2","3","N","TSPAN2"
"TSPAN3","TSPAN3","3","N","TSPAN3"
"LOC114002199","LOC114002199","1","N","LOC114002199"
"TSPAN32","TSPAN32","2","N","TSPAN32"
"TSPAN33","TSPAN33","2","N","TSPAN33"
"TSPAN4","TSPAN4","2","N","TSPAN4"
"TSPAN5","TSPAN5","2","N","TSPAN5"
"TSPAN6","TSPAN6","3","N","TSPAN6"
"TSPAN7","TSPAN7","2","N","TSPAN7"
"LOC113983086","LOC113983086","1","N","LOC113983086"
"LOC113995962","LOC113995962","1","N","LOC113995962"
"TSPAN8","TSPAN8","3","N","TSPAN8"
"TSPAN9","TSPAN9","2","N","TSPAN9"
"TSPEAR","TSPEAR","2","N","TSPEAR"
"TSPO","TSPO","3","N","TSPO"
"TSR1","TSR1","3","N","TSR1"
"TSR2","TSR2","2","N","TSR2"
"TSR3","TSR3","3","N","TSR3"
"TSSC4","TSSC4","3","N","TSSC4"
"TSSK6","TSSK6","3","N","TSSK6"
"TSTD2","TSTD2","3","N","TSTD2"
"TSTD3","TSTD3","2","N","TSTD3"
"TTBK1","TTBK1","3","N","TTBK1"
"TTBK2","TTBK2","2","N","TTBK2"
"TTC1","TTC1","2","N","TTC1"
"TTC12","TTC12","2","N","TTC12"
"TTC13","TTC13","2","N","TTC13"
"TTC14","TTC14","3","N","TTC14"
"TTC17","TTC17","3","N","TTC17"
"TTC19","TTC19","2","N","TTC19"
"TTC21B","TTC21B","2","N","TTC21B"
"TTC24","TTC24","2","N","TTC24"
"TTC25","TTC25","3","N","TTC25"
"TTC26","TTC26","2","N","TTC26"
"TTC27","TTC27","3","N","TTC27"
"TTC28","TTC28","2","N","TTC28"
"TTC29","TTC29","2","N","TTC29"
"TTC3","TTC3","2","N","TTC3"
"TTC30B","TTC30B","3","N","TTC30B"
"TTC31","TTC31","3","N","TTC31"
"TTC32","TTC32","2","N","TTC32"
"TTC33","TTC33","2","N","TTC33"
"TTC34","TTC34","2","N","TTC34"
"TTC36","TTC36","3","N","TTC36"
"TTC37","TTC37","2","N","TTC37"
"TTC38","TTC38","3","N","TTC38"
"TTC39A","TTC39A","2","N","TTC39A"
"TTC39B","TTC39B","2","N","TTC39B"
"TTC39C","TTC39C","3","N","TTC39C"
"TTC4","TTC4","3","N","TTC4"
"TTC7A","TTC7A","3","N","TTC7A"
"TTC7B","TTC7B","3","N","TTC7B"
"TTC8","TTC8","2","N","TTC8"
"TTC9","TTC9","3","N","TTC9"
"TTF1","TTF1","3","N","TTF1"
"TTF2","TTF2","3","N","TTF2"
"TTI1","TTI1","3","N","TTI1"
"TTI2","TTI2","2","N","TTI2"
"TTK","TTK","2","Y","LOC113982884"
"TTL","TTL","3","N","TTL"
"TTLL1","TTLL1","2","N","TTLL1"
"TTLL11","TTLL11","2","N","TTLL11"
"TTLL12","TTLL12","3","N","TTLL12"
"TTLL2","TTLL2","2","N","TTLL2"
"TTLL4","TTLL4","2","N","TTLL4"
"TTLL5","TTLL5","3","N","TTLL5"
"TTLL6","TTLL6","2","N","TTLL6"
"TTLL7","TTLL7","2","N","TTLL7"
"TTN","TTN","2","N","TTN"
"TTPA","TTPA","3","N","TTPA"
"TTPAL","TTPAL","3","N","TTPAL"
"TTR","TTR","2","N","TTR"
"TTYH2","TTYH2","2","N","TTYH2"
"TTYH3","TTYH3","2","N","TTYH3"
"TUB","TUB","2","N","TUB"
"TUBA1A","TUBA1A","2","N","TUBA1A"
"TUBA8","TUBA8","3","N","TUBA8"
"TUBB3","TUBB3","3","N","TUBB3"
"TUBB1","TUBB1","2","N","TUBB1"
"TUBB6","TUBB6","3","N","TUBB6"
"TUBD1","TUBD1","2","N","TUBD1"
"TUBE1","TUBE1","2","N","TUBE1"
"LOC113982148","LOC113982148","1","N","LOC113982148"
"TUBG1","TUBG1","2","N","TUBG1"
"TUBGCP2","TUBGCP2","3","N","TUBGCP2"
"TUBGCP3","TUBGCP3","2","N","TUBGCP3"
"TUBGCP4","TUBGCP4","2","N","TUBGCP4"
"TUBGCP5","TUBGCP5","2","N","TUBGCP5"
"TUBGCP6","TUBGCP6","3","N","TUBGCP6"
"TUFM","TUFM","2","N","TUFM"
"TUFT1","TUFT1","2","N","TUFT1"
"TULP1","TULP1","3","N","TULP1"
"TULP3","TULP3","2","N","TULP3"
"TULP4","TULP4","3","N","TULP4"
"LOC113986577","LOC113986577","1","N","LOC113986577"
"TUSC2","TUSC2","2","N","TUSC2"
"TUSC3","TUSC3","3","N","TUSC3"
"TUT4","TUT4","2","N","TUT4"
"TUT7","TUT7","2","N","TUT7"
"TVP23A","TVP23A","2","N","TVP23A"
"TWF1","TWF1","3","N","TWF1"
"TWF2","TWF2","3","N","TWF2"
"TWIST1","TWIST1","3","N","TWIST1"
"TWIST2","TWIST2","3","N","TWIST2"
"TWNK","TWNK","2","N","TWNK"
"TWSG1","TWSG1","3","N","TWSG1"
"TXLNA","TXLNA","2","N","TXLNA"
"TXLNB","TXLNB","3","N","TXLNB"
"TXLNG","TXLNG","2","N","TXLNG"
"TXN","TXN","3","N","TXN"
"TXN2","TXN2","3","N","TXN2"
"TXNDC11","TXNDC11","2","N","TXNDC11"
"TXNDC12","TXNDC12","3","N","TXNDC12"
"TXNDC15","TXNDC15","3","N","TXNDC15"
"TXNDC16","TXNDC16","2","N","TXNDC16"
"TXNDC17","TXNDC17","3","N","TXNDC17"
"TXNDC5","TXNDC5","3","N","TXNDC5"
"TXNDC9","TXNDC9","2","N","TXNDC9"
"TXNIP","TXNIP","3","N","TXNIP"
"TXNL1","TXNL1","3","N","TXNL1"
"TXNL4A","TXNL4A","3","N","TXNL4A"
"TXNRD1","TXNRD1","3","N","TXNRD1"
"TXNRD2","TXNRD2","3","N","TXNRD2"
"TXNRD3","TXNRD3","3","N","TXNRD3"
"TYMP","TYMP","2","N","TYMP"
"LOC114000736","LOC114000736","1","N","LOC114000736"
"TYMS","TYMS","2","N","TYMS"
"TYR","TYR","3","N","TYR"
"TYRO3","TYRO3","2","N","TYRO3"
"TYRP1","TYRP1","3","N","TYRP1"
"TYSND1","TYSND1","2","N","TYSND1"
"TYW1","TYW1","2","N","TYW1"
"LOC113987267","LOC113987267","1","N","LOC113987267"
"TYW3","TYW3","3","N","TYW3"
"TYW5","TYW5","3","N","TYW5"
"U2AF1","U2AF1","3","N","U2AF1"
"U2AF2","U2AF2","3","N","U2AF2"
"U2SURP","U2SURP","2","N","U2SURP"
"UACA","UACA","3","N","UACA"
"UAP1","UAP1","3","N","UAP1"
"UAP1L1","UAP1L1","3","N","UAP1L1"
"UBA1","UBA1","2","N","UBA1"
"UBA7","UBA7","2","N","UBA7"
"UBA2","UBA2","3","N","UBA2"
"UBA3","UBA3","2","N","UBA3"
"UBA5","UBA5","3","N","UBA5"
"UBA52","UBA52","3","N","UBA52"
"UBA6","UBA6","2","N","UBA6"
"UBAC1","UBAC1","3","N","UBAC1"
"UBAC2","UBAC2","3","N","UBAC2"
"UBALD1","UBALD1","3","N","UBALD1"
"UBALD2","UBALD2","2","N","UBALD2"
"UBAP1","UBAP1","2","N","UBAP1"
"UBAP1L","UBAP1L","3","N","UBAP1L"
"UBAP2","UBAP2","2","N","UBAP2"
"UBAP2","UBAP2","3","N","UBAP2L"
"LOC113982614","LOC113982614","1","N","LOC113982614"
"UBASH3B","UBASH3B","3","N","UBASH3B"
"UBASH3A","UBASH3A","2","N","UBASH3A"
"UBC","UBC","2","N","UBC"
"UBB","UBB","1","N","UBB"
"UBE2A","UBE2A","3","N","UBE2A"
"UBE2B","UBE2B","3","N","UBE2B"
"UBE2C","UBE2C","3","N","UBE2C"
"UBE2D1","UBE2D1","3","N","UBE2D1"
"UBE2D3","UBE2D3","3","N","UBE2D3"
"UBE2E1","UBE2E1","2","N","UBE2E1"
"UBE2E3","UBE2E3","3","N","UBE2E3"
"UBE2F","UBE2F","3","N","UBE2F"
"UBE2G1","UBE2G1","3","N","UBE2G1"
"UBE2G2","UBE2G2","3","N","UBE2G2"
"UBE2I","UBE2I","3","N","UBE2I"
"UBE2J1","UBE2J1","3","N","UBE2J1"
"UBE2J2","UBE2J2","2","N","UBE2J2"
"UBE2K","UBE2K","3","N","UBE2K"
"UBE2L3","UBE2L3","3","N","UBE2L3"
"UBE2M","UBE2M","3","N","UBE2M"
"UBE2N","UBE2N","3","N","UBE2N"
"UBE2O","UBE2O","2","N","UBE2O"
"UBE2Q1","UBE2Q1","3","N","UBE2Q1"
"UBE2Q2","UBE2Q2","2","N","UBE2Q2"
"UBE2QL1","UBE2QL1","3","N","UBE2QL1"
"UBE2R2","UBE2R2","3","N","UBE2R2"
"UBE2T","UBE2T","2","N","UBE2T"
"UBE2V1","UBE2V1","3","N","UBE2V1"
"UBE2V2","UBE2V2","3","N","UBE2V2"
"UBE2W","UBE2W","3","N","UBE2W"
"UBE2Z","UBE2Z","3","N","UBE2Z"
"UBE3A","UBE3A","2","N","UBE3A"
"UBE3B","UBE3B","3","N","UBE3B"
"UBE3C","UBE3C","3","N","UBE3C"
"UBE3D","UBE3D","2","N","UBE3D"
"LOC113996424","LOC113996424","1","N","LOC113996424"
"UBE4A","UBE4A","3","N","UBE4A"
"UBE4B","UBE4B","2","N","UBE4B"
"UBFD1","UBFD1","3","N","UBFD1"
"UBIAD1","UBIAD1","3","N","UBIAD1"
"UBL3","UBL3","3","N","UBL3"
"UBL7","UBL7","3","N","UBL7"
"UBLCP1","UBLCP1","3","N","UBLCP1"
"UBN2","UBN2","3","N","UBN2"
"UBN1","UBN1","2","N","UBN1"
"UBOX5","UBOX5","2","N","UBOX5"
"UBP1","UBP1","2","N","UBP1"
"UBQLN1","UBQLN1","2","N","UBQLN1"
"UBQLN4","UBQLN4","3","N","UBQLN4"
"UBR1","UBR1","2","N","UBR1"
"UBR2","UBR2","2","N","UBR2"
"UBR3","UBR3","2","N","UBR3"
"UBR4","UBR4","2","N","UBR4"
"UBR5","UBR5","3","N","UBR5"
"UBTD1","UBTD1","3","N","UBTD1"
"UBTD2","UBTD2","3","N","UBTD2"
"UBTF","UBTF","2","N","UBTF"
"UBXN1","UBXN1","2","N","UBXN1"
"UBXN10","UBXN10","3","N","UBXN10"
"UBXN11","UBXN11","3","N","UBXN11"
"UBXN2A","UBXN2A","3","N","UBXN2A"
"UBXN2B","UBXN2B","3","N","UBXN2B"
"UBXN4","UBXN4","2","N","UBXN4"
"UBXN7","UBXN7","2","N","UBXN7"
"UCHL1","UCHL1","3","N","UCHL1"
"UCHL3","UCHL3","3","N","UCHL3"
"UCHL5","UCHL5","3","N","UCHL5"
"UCK1","UCK1","2","N","UCK1"
"UCK2","UCK2","3","N","UCK2"
"UCKL1","UCKL1","3","N","UCKL1"
"UCP3","UCP3","2","N","UCP3"
"UEVLD","UEVLD","3","N","UEVLD"
"UFC1","UFC1","3","N","UFC1"
"UFD1","UFD1","3","N","UFD1"
"UFL1","UFL1","3","N","UFL1"
"UFM1","UFM1","3","N","UFM1"
"UFSP2","UFSP2","3","N","UFSP2"
"UGCG","UGCG","3","N","UGCG"
"UGDH","UGDH","3","N","UGDH"
"UGGT1","UGGT1","2","N","UGGT1"
"UGGT2","UGGT2","3","N","UGGT2"
"UGP2","UGP2","3","N","UGP2"
"LOC113995167","LOC113995167","1","N","LOC113995167"
"LOC113995169","LOC113995169","1","N","LOC113995169"
"UGT8","UGT8","3","N","UGT8"
"UHMK1","UHMK1","3","N","UHMK1"
"UHRF1","UHRF1","2","N","UHRF1"
"UHRF1BP1","UHRF1BP1","2","N","UHRF1BP1"
"UHRF1BP1L","UHRF1BP1L","2","N","UHRF1BP1L"
"UHRF2","UHRF2","2","N","UHRF2"
"UIMC1","UIMC1","3","N","UIMC1"
"ULK1","ULK1","2","N","ULK1"
"ULK2","ULK2","2","N","ULK2"
"ULK3","ULK3","3","N","ULK3"
"ULK4","ULK4","2","N","ULK4"
"UMAD1","UMAD1","2","N","UMAD1"
"UMOD","UMOD","2","Y","LOC113994697"
"UMODL1","UMODL1","2","N","UMODL1"
"UMPS","UMPS","3","N","UMPS"
"UNC119","UNC119","3","N","UNC119"
"UNC13A","UNC13A","2","N","UNC13A"
"UNC13C","UNC13C","2","N","UNC13C"
"LOC113996163","LOC113996163","1","N","LOC113996163"
"UNC13D","UNC13D","2","N","UNC13D"
"UNC45B","UNC45B","3","N","UNC45B"
"UNC45B","UNC45B","2","N","UNC45A"
"UNC50","UNC50","3","N","UNC50"
"UNC5A","UNC5A","3","N","UNC5A"
"UNC5B","UNC5B","3","N","UNC5B"
"UNC5C","UNC5C","3","N","UNC5C"
"UNC5D","UNC5D","2","N","UNC5D"
"UNC79","UNC79","2","N","UNC79"
"UNC80","UNC80","2","N","UNC80"
"UNC93A","UNC93A","2","N","UNC93A"
"UNC93B1","UNC93B1","2","N","UNC93B1"
"UNCX","UNCX","3","N","UNCX"
"UNG","UNG","3","N","UNG"
"UNK","UNK","2","N","UNK"
"UPB1","UPB1","3","N","UPB1"
"UPF1","UPF1","2","N","UPF1"
"UPF2","UPF2","2","N","UPF2"
"UPF3A","UPF3A","2","N","UPF3A"
"UPF3B","UPF3B","3","N","UPF3B"
"UPK1B","UPK1B","2","N","UPK1B"
"UPK3A","UPK3A","3","N","UPK3A"
"UPP1","UPP1","2","N","UPP1"
"UPP2","UPP2","2","N","UPP2"
"UPRT","UPRT","3","N","UPRT"
"URB1","URB1","3","N","URB1"
"URB2","URB2","3","N","URB2"
"URI1","URI1","3","N","URI1"
"URM1","URM1","3","N","URM1"
"UROC1","UROC1","2","N","UROC1"
"LOC113999346","LOC113999346","1","N","LOC113999346"
"UROD","UROD","2","N","UROD"
"UROS","UROS","2","N","UROS"
"USB1","USB1","2","N","USB1"
"USE1","USE1","3","N","USE1"
"USF3","USF3","2","N","USF3"
"USH1C","USH1C","2","N","USH1C"
"USH1G","USH1G","3","N","USH1G"
"USH2A","USH2A","2","N","USH2A"
"USHBP1","USHBP1","2","N","USHBP1"
"USO1","USO1","3","N","USO1"
"USP1","USP1","3","N","USP1"
"USP10","USP10","3","N","USP10"
"USP12","USP12","3","N","USP12"
"LOC113991094","LOC113991094","1","N","LOC113991094"
"USP13","USP13","3","N","USP13"
"USP14","USP14","3","N","USP14"
"USP15","USP15","3","N","USP15"
"USP16","USP16","2","N","USP16"
"USP18","USP18","2","N","USP18"
"USP19","USP19","2","N","USP19"
"USP2","USP2","2","N","USP2"
"USP20","USP20","2","N","USP20"
"USP21","USP21","2","N","USP21"
"USP22","USP22","2","N","USP22"
"USP24","USP24","2","N","USP24"
"USP25","USP25","2","N","USP25"
"USP28","USP28","3","N","USP28"
"USP3","USP3","2","N","USP3"
"USP30","USP30","2","N","USP30"
"USP31","USP31","2","N","USP31"
"USP32","USP32","2","N","USP32"
"USP33","USP33","2","N","USP33"
"USP34","USP34","3","N","USP34"
"USP36","USP36","2","N","USP36"
"LOC113989743","LOC113989743","1","N","LOC113989743"
"USP37","USP37","3","N","USP37"
"USP38","USP38","2","N","USP38"
"USP35","USP35","1","N","USP35"
"USP39","USP39","2","N","USP39"
"USP4","USP4","3","N","USP4"
"USP40","USP40","3","N","USP40"
"USP42","USP42","2","N","USP42"
"LOC113983193","LOC113983193","1","N","LOC113983193"
"LOC113983676","LOC113983676","1","N","LOC113983676"
"USP4","USP4","2","Y","LOC113983925"
"USP4","USP4","2","Y","LOC113984329"
"USP4","USP4","2","Y","LOC113985503"
"USP4","USP4","2","Y","LOC113985968"
"LOC113986253","LOC113986253","1","N","LOC113986253"
"LOC113986451","LOC113986451","1","N","LOC113986451"
"USP4","USP4","2","Y","LOC113986946"
"LOC113987597","LOC113987597","1","N","LOC113987597"
"LOC113989855","LOC113989855","1","N","LOC113989855"
"LOC113989856","LOC113989856","1","N","LOC113989856"
"LOC113991773","LOC113991773","1","N","LOC113991773"
"USP4","USP4","2","Y","LOC113992599"
"USP4","USP4","2","Y","LOC113992827"
"USP4","USP4","2","Y","LOC113993296"
"USP4","USP4","2","Y","LOC113995982"
"USP4","USP4","2","Y","LOC113997907"
"LOC113998651","LOC113998651","1","N","LOC113998651"
"USP4","USP4","2","Y","LOC113998692"
"USP4","USP4","2","Y","LOC113998771"
"LOC113999500","LOC113999500","1","N","LOC113999500"
"USP4","USP4","2","Y","LOC114000321"
"LOC114000446","LOC114000446","1","N","LOC114000446"
"USP4","USP4","2","Y","LOC114000449"
"USP4","USP4","2","Y","LOC114000450"
"USP4","USP4","2","Y","LOC114000452"
"USP4","USP4","2","Y","LOC114000537"
"USP4","USP4","2","Y","LOC114000960"
"LOC114000961","LOC114000961","1","N","LOC114000961"
"USP4","USP4","2","Y","LOC114001410"
"USP4","USP4","2","Y","LOC114001867"
"LOC114002238","LOC114002238","1","N","LOC114002238"
"USP4","USP4","2","Y","LOC114002255"
"LOC114002406","LOC114002406","1","N","LOC114002406"
"LOC114002407","LOC114002407","1","N","LOC114002407"
"USP4","USP4","2","Y","LOC114003418"
"LOC113983194","LOC113983194","1","N","LOC113983194"
"LOC113986254","LOC113986254","1","N","LOC113986254"
"LOC113986452","LOC113986452","1","N","LOC113986452"
"LOC113989742","LOC113989742","1","N","LOC113989742"
"LOC113994715","LOC113994715","1","N","LOC113994715"
"LOC113999499","LOC113999499","1","N","LOC113999499"
"LOC114000447","LOC114000447","1","N","LOC114000447"
"LOC114000962","LOC114000962","1","N","LOC114000962"
"LOC114000963","LOC114000963","1","N","LOC114000963"
"USP4","USP4","3","N","USP43"
"USP44","USP44","2","N","USP44"
"USP45","USP45","3","N","USP45"
"USP46","USP46","2","N","USP46"
"USP48","USP48","3","N","USP48"
"USP49","USP49","2","N","USP49"
"USP5","USP5","2","N","USP5"
"USP50","USP50","2","N","USP50"
"USP53","USP53","2","N","USP53"
"USP54","USP54","2","N","USP54"
"USP6NL","USP6NL","3","N","USP6NL"
"USP7","USP7","3","N","USP7"
"USP8","USP8","2","N","USP8"
"USP9X","USP9X","1","N","USP9X"
"USPL1","USPL1","3","N","USPL1"
"UST","UST","2","N","UST"
"UTP11","UTP11","3","N","UTP11"
"UTP14A","UTP14A","3","N","UTP14A"
"ALG11","ALG11","2","N","ALG11"
"LOC113994307","LOC113994307","1","N","LOC113994307"
"UTP15","UTP15","3","N","UTP15"
"UTP18","UTP18","3","N","UTP18"
"UTP20","UTP20","3","N","UTP20"
"UTP20","UTP20","2","Y","LOC113999352"
"UTP23","UTP23","3","N","UTP23"
"UTP25","UTP25","2","N","UTP25"
"UTP3","UTP3","3","N","UTP3"
"UTP4","UTP4","2","N","UTP4"
"UTP6","UTP6","3","N","UTP6"
"DMD","DMD","2","N","DMD"
"UTS2B","UTS2B","3","N","UTS2B"
"UVRAG","UVRAG","3","N","UVRAG"
"UVSSA","UVSSA","2","N","UVSSA"
"UXS1","UXS1","2","N","UXS1"
"UXT","UXT","3","N","UXT"
